wavelength a0v a2v a3v a5v a7v b0v b1v b3v b8v b9v f0v f2v f5v f6v f8v g0v g2v g5v g8v k0v k2v k3v k4v k5v k7v m0v m1v m2v m3v m4v m5v m6v o5v o9v
0.14700000000000002 1.315616 0.850843 0.229754 0.009787 0.003441 56.34679 36.905479 20.616579 5.052991 2.667205 0.001896 0.003004 0.001054 0.000212 0.000421 0.00036 0.000329 0.000431 0.0 0.0 0.000636 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 13.342228 54.56958
0.14750000000000002 1.332583 0.84773 0.239523 0.009197 0.00387 56.583092 37.194805 20.397402 5.008876 2.669602 0.002403 0.002279 0.00076 0.000656 0.000434 0.000418 0.000381 0.000299 0.0 0.0 0.000722 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 13.789039 54.775818
0.14800000000000002 1.387421 0.864767 0.250504 0.007739 0.004129 55.878654 37.348209 20.40134 4.945396 2.757847 0.002606 0.000751 0.000801 0.000463 0.000417 0.000417 0.000381 0.000225 0.0 0.0 0.00067 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 14.373831 54.436646
0.14850000000000002 1.51995 0.898421 0.269883 0.012502 0.006567 55.892426 37.449684 20.299938 4.923493 2.801045 0.003723 0.0 0.001086 0.000713 0.000454 0.000301 0.000275 0.000465 0.0 0.0 0.000788 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 14.915152 54.796371
0.14900000000000002 1.627695 0.993426 0.302688 0.01196 0.004651 57.050808 37.592545 20.57622 5.089139 2.918652 0.002552 0.0 0.000688 0.001426 0.000434 0.000321 0.000293 0.000517 0.0 0.0 0.000633 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 15.405516 55.404472
0.14950000000000002 1.648123 1.011061 0.308387 0.014853 0.00657 54.875122 35.241398 19.938946 5.288529 2.953266 0.002935 0.001564 0.000619 0.000965 0.000472 0.00036 0.000329 0.000489 0.0 0.0 0.000725 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 14.876936 53.337784
0.15000000000000002 1.684521 1.095753 0.348699 0.014664 0.006174 51.270939 32.850014 19.091181 5.369017 3.057512 0.003812 0.000701 0.000857 0.000765 0.000495 0.000356 0.000325 0.000363 0.0 0.0 0.000821 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 13.815476 49.071339
0.15050000000000002 1.548495 1.053715 0.32029 0.013581 0.006681 50.574753 32.375492 18.561932 5.041369 2.884897 0.003831 0.000954 0.000831 0.00091 0.000423 0.000341 0.000311 0.000296 0.0 0.0 0.000534 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 14.26436 49.548946
0.15100000000000002 1.372714 0.918713 0.277526 0.012138 0.008359 51.588127 31.563631 18.038551 4.821732 2.655377 0.003845 0.002042 0.00077 0.000867 0.000389 0.000338 0.000308 0.000391 0.0 0.0 0.000419 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 14.894167 51.993652
0.15150000000000002 1.42765 0.90911 0.28474 0.014114 0.007667 51.134132 30.549185 17.589436 4.88488 2.723706 0.002941 0.001519 0.000775 0.000219 0.000469 0.000335 0.000306 0.000333 0.0 0.0 0.000487 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 14.642174 51.202408
0.15200000000000002 1.563507 1.002487 0.31543 0.017457 0.002158 51.989243 31.322222 18.201942 4.942103 2.899866 0.002807 0.000832 0.001116 0.000321 0.000534 0.0003 0.000274 0.000339 0.0 0.0 0.000558 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 14.612108 51.640812
0.15250000000000002 1.455529 0.953331 0.285902 0.018865 0.004127 48.221321 29.868725 17.636599 4.725577 2.817368 0.003447 0.0 0.001232 0.000623 0.000604 0.000315 0.000288 0.000348 0.0 0.0 0.000706 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 13.73827 47.000557
0.15300000000000002 1.410062 0.868277 0.278463 0.021896 0.005487 44.027851 27.114714 16.813377 4.495641 2.625199 0.003007 0.000263 0.001295 0.00192 0.00066 0.000385 0.000351 0.0006 0.0 0.0 0.000705 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 10.425825 41.938618
0.15350000000000003 1.457652 0.858747 0.308885 0.029058 0.00797 42.31197 26.614536 16.917498 4.543299 2.554242 0.004429 0.004233 0.001223 0.001985 0.000545 0.000468 0.000427 0.000558 0.0 0.0 0.000717 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.192809 40.872444
0.15400000000000003 1.578568 0.983363 0.360926 0.037799 0.010707 42.003342 25.884077 17.23234 4.901769 2.780679 0.005225 0.004982 0.001384 0.001487 0.00053 0.000508 0.000464 0.000435 0.0 0.0 0.000682 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.034249 38.723423
0.15450000000000003 1.603379 1.07052 0.388254 0.04853 0.013285 35.908291 22.908768 17.186981 4.945507 2.820248 0.005074 0.003672 0.001567 0.000377 0.000664 0.000761 0.000695 0.001056 0.0 0.0 0.002203 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.733002 27.390661
0.15500000000000003 1.561301 1.069504 0.392958 0.052848 0.009977 30.613894 22.944136 17.228636 4.757374 2.626234 0.006349 0.002894 0.002252 0.000642 0.000797 0.000739 0.000675 0.001258 0.0 0.0 0.002842 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 16.761051 25.436367
0.15550000000000003 1.503601 1.026595 0.390193 0.055661 0.012577 38.497719 26.438976 17.070843 4.634947 2.570123 0.006176 0.003792 0.001687 0.001432 0.000747 0.00043 0.000392 0.000509 0.0 0.0 0.001154 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 20.603991 36.711403
